ObjectID,GlobalID,Point #,Start Time at Point,Percent of the area within 50m covered by any shrub species,Percent of the area within 50m covered by sagebrush (Artemisia sp.),Shrub Species Present within 50m of the point,List any other shrub species present within 50m of the point,Count the number of trees or snags within 50m of the point,Percent of shrubs shorter than 1m,Percent of shrubs 1m-2m tall,Percent of shrubs 2m-3m tall,Percent of shrubs taller than 3m,Percent of the area within 50m of the point where cheatgrass is present,Point Notes,Next Point,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Average height of shrubs within 50m of the point (cm),x,y
462,2906eee4-91e0-4ede-a2c3-7795ff20b296,13,08:42,2,,,,0,,,,,0,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,25-50cm,-113.431843073954,42.1383195083887
463,32a669da-1ce9-4adb-85be-6bb97bfd83bf,09,08:56,2,,,,2,,,,,0,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,100-150cm,-113.43463552133,42.1360797604131
464,2dd79b40-df79-4393-9098-131569283fca,05,09:10,1,,,,4,,,,,8,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,25-50cm,-113.434919508261,42.1383051350497
465,dfcef79c-6a2c-4c27-9dc9-2365fc3a8ae8,01,09:26,1,,,,1,,,,,0,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,25-50cm,-113.434916398682,42.1404473499494
466,69073107-75f3-418c-9c69-1e0184793977,02,09:38,3,,,,1,,,,,0,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,50-100cm,-113.434984239243,42.1427194923464
467,4da7134f-7115-4f8d-a35b-c3e5e06dc0d4,03,09:46,5,,,,1,,,,,2,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,100-150cm,-113.431495046032,42.1426397238966
468,efcbfcaa-a768-4f52-aa9c-005992f88905,04,09:58,4,,,,0,,,,,1,,,660063b8-fd49-401e-ac61-31b0e66c7065,5/20/2024 7:07:31 PM,will.harrod,5/20/2024 7:07:31 PM,will.harrod,25-50cm,-113.429111161571,42.1427685451268
469,047e73ad-045b-407a-a259-0acd53150904,04,07:53,1,,,,2,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.43842889536,42.1048069399617
470,6201d8c0-9698-4976-bb47-f2afab901c49,03,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.441298617765,42.104794198075
471,5173ad42-3fd3-4291-bc01-5e9e31471090,03,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.444168210089,42.1048178122083
472,2964b3a7-c8e9-405a-ba68-595183b9bebf,01,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.447297433478,42.1047094781275
473,76ae556f-b1fd-411d-8dc2-20d27082dcd4,05,07:53,0,,,,17,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.447250153409,42.1025730400748
474,6f561389-48e4-43bf-aa8f-d602865f32f5,06,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.444329395623,42.1026903346295
475,5fc147bb-54e1-4357-b0cb-3fd464f82a00,07,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.441449218819,42.1027251014862
476,7330e984-0f6f-474f-a0a2-4421a3d25e21,08,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.438398451523,42.1023601838334
477,d916fb81-8b26-4d01-a6f5-83f47a91d315,12,07:53,0,,,,0,,,,,0,,,719a6cc5-12a0-4c9e-9046-6c2d4ec34af7,5/20/2024 8:30:49 PM,reggleston,5/20/2024 8:30:49 PM,reggleston,,-113.438422254239,42.1012338096939
478,e119d829-fb50-4237-83cd-dad3a7472058,09,06:08,1,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,0-25cm,-113.27789704,42.09620285
479,928b3bd6-b3d2-4621-a2e2-8a5d81cc1597,13,06:19,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27795328,42.09402642
480,6792346a-594b-494c-8e6d-e101d0ffd608,10,06:33,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.27500988,42.0960209
481,7e5e3024-faf2-4615-be7b-71f210b9529b,14,06:43,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27501456,42.0939441
482,441b01f4-61cc-490a-b606-5e944e57fd4b,15,06:54,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27204821,42.09381333
483,f6566a90-fa1a-4b42-8278-563b24d52a4b,11,07:04,1,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27198672,42.09597119
484,f5239d4d-249a-4748-81a9-4531c701842f,08,07:17,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.26896814,42.09810791
485,a519380f-38dd-4863-bc4a-2044915c6321,04,07:51,2,,,,0,,,,,0,Sound was almost hoot like. Not dove. Not picked up vy Meelin though may be later detected owl,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,100-150cm,-113.26876419,42.1003481
486,4e1ce21c-19a1-441e-8403-8a529f096da5,03,07:51,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27173367,42.10042815
487,1ec02c57-aead-475e-9f2d-03b00e8ba189,02,07:51,1,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.2747906,42.10049479
488,69e0101b-29b6-48bd-b4c5-3070b57643e1,01,08:03,1,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.27762482,42.10058946
489,7e2a119e-f5ea-4432-a0d4-5556e3d6fe75,05,08:14,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27783967,42.09844136
490,4985f11e-0f53-4138-b74a-737b7fd293dd,06,08:25,1,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,50-100cm,-113.27480146,42.09816227
491,643cd62f-8bf4-4306-934e-ea3361814e9e,07,08:35,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.2719538,42.0982511
492,047bd975-c75f-4bd5-a148-8f2830b0678c,16,08:52,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.2690612,42.09383112
493,5faf3512-3821-42fa-9c43-0ab762df80c0,12,09:03,2,,,,0,,,,,0,,,711c998d-f255-4f4f-ab14-9bc010ed515d,5/21/2024 3:09:21 PM,will.harrod,5/21/2024 3:09:21 PM,will.harrod,25-50cm,-113.26894816,42.09592243
494,c8a6c8be-4e59-4259-8330-45e60c982f03,06,09:43,5,,,,0,,,,,6,,,5e71cea9-4fdb-408d-97de-b2762edfb341,5/21/2024 4:21:16 PM,reggleston,5/21/2024 4:21:16 PM,reggleston,25-50cm,-113.959970030184,42.2297069841662
495,023e6f9a-decb-482e-b0e3-c050d5403075,05,09:53,6,,,,0,,,,,4,,,5e71cea9-4fdb-408d-97de-b2762edfb341,5/21/2024 4:21:16 PM,reggleston,5/21/2024 4:21:16 PM,reggleston,0-25cm,-113.962947184911,42.2296161443316
496,d3bb6744-24d9-4a41-ace3-789f89cb86af,01,10:04,5,,,,3,,,,,9,,,5e71cea9-4fdb-408d-97de-b2762edfb341,5/21/2024 4:21:16 PM,reggleston,5/21/2024 4:21:16 PM,reggleston,0-25cm,-113.963063268854,42.2318082672882
497,22d4e071-0544-4971-9100-b40fb1dbf620,02,10:14,7,,,,0,,,,,6,,,5e71cea9-4fdb-408d-97de-b2762edfb341,5/21/2024 4:21:16 PM,reggleston,5/21/2024 4:21:16 PM,reggleston,25-50cm,-113.96008590841,42.2318992467404
498,ee1df492-55b1-4c8e-bc67-e545ae976ade,13,06:36,2,,,,4,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15468882,42.06110155
499,5cc04357-c844-4065-aa79-253bc727ccac,09,06:54,1,,,,1,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15471799,42.06329427
500,927a49b2-0aff-4089-8199-873ce110887d,05,07:06,1,,,,10,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15479006,42.06547481
501,2dad4d21-a56c-4a27-8359-06c5b8929cc5,01,07:18,2,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15486911,42.06770479
502,f6c29f15-030d-4c7a-a7b3-35dd3dac6982,02,07:34,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15185375,42.06782003
503,3a5f7259-ab11-447c-b909-b6f54e491906,03,07:51,2,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,0-25cm,-113.14895176,42.06778147
504,4d1f7801-d1f5-4d43-8ede-e4689a92c970,04,08:06,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.14598602,42.06783644
505,04e7a0d9-e5f0-40cb-b027-cd20c97a1247,08,08:18,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,0-25cm,-113.14592971,42.06564362
506,7b4a2c4d-f14f-43b7-b6b1-521e86980b0a,07,08:31,2,,,,5,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,0-25cm,-113.14888269,42.06558906
507,46ab7ded-d823-4f60-ba66-8bb8a094545b,06,08:43,1,,,,7,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15184775,42.06555432
508,377884c8-419a-4889-abf7-49182434bc42,10,09:01,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,50-100cm,-113.15179197,42.06333139
509,df72437d-f64a-45ca-a323-b38d0f04f12d,11,09:20,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,0-25cm,-113.14882308,42.06338074
510,6ee4a9f6-27b7-40fa-a699-6fba58a49d06,12,09:35,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.14586319,42.06343296
511,c37f2b48-0589-4fd1-bbfb-af35c9a71964,16,09:47,1,,,,0,,,,,1,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.14579306,42.06124482
512,78b86e10-b167-4d4c-bbd9-9a2271078eb6,15,09:59,1,,,,8,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.14874012,42.0611651
513,2389dead-0203-4f26-86e1-0598d9373d20,14,10:09,1,,,,0,,,,,0,,,03bfaef2-ea0f-49d9-8448-5fd6872badb1,5/21/2024 7:06:53 PM,will.harrod,5/21/2024 7:06:53 PM,will.harrod,25-50cm,-113.15172539,42.06113153
514,2e81f88b-b6bf-4230-9c44-ad16468965c9,13,06:29,5,,,,0,,,,,4,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,50-100cm,-113.235473257761,42.0899758143921
515,09a990a1-ec83-44df-bb9f-ae0e2eeb3e87,14,06:40,8,,,,0,,,,,5,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.232952145072,42.089792884854
516,2ebc13ea-74ca-4fa0-947d-06ebac6cc7ee,15,06:51,9,,,,0,,,,,4,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.229797045529,42.0897999750475
517,a28148cf-f45c-4542-a892-4f7440c13e62,16,07:02,8,,,,0,,,,,6,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.226867830108,42.0897220365282
518,6f2371ed-1f8f-49d3-8210-29202140ef3a,12,07:14,8,,,,0,,,,,0,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,150-200cm,-113.226819205211,42.0918372462056
519,7fc5525b-36a7-4680-a102-41d03f261613,11,07:26,8,,,,5,,,,,7,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,50-100cm,-113.229534775627,42.0918739817884
520,bd85ed8c-2f7e-4879-b053-4a4a5da50f57,10,07:42,7,,,,0,,,,,2,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.232575931787,42.0919821336873
521,ab488b66-bae6-45b5-8f0a-e98056cb6967,09,07:56,4,,,,0,,,,,6,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,50-100cm,-113.235444079775,42.0919960107279
522,b16fc0a5-62a3-4ba4-806e-e1908cde9457,05,08:12,7,,,,0,,,,,5,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,50-100cm,-113.235517325035,42.0942149357021
523,32339dac-2623-4df5-8e17-ed3915c2667f,06,08:27,8,,,,0,,,,,7,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.232627515849,42.0941263073403
524,f9521f91-44b2-48b8-95be-3cee629be21e,07,08:40,2,,,,0,,,,,0,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,25-50cm,-113.229481065284,42.0942764370817
525,aee431d4-51a4-4935-931d-75ad8ebd864d,08,08:52,1,,,,0,,,,,0,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,25-50cm,-113.226496324079,42.0941174531889
526,f5786aab-1f3d-44c4-b55d-c3bd8b205c67,04,09:02,2,,,,0,,,,,0,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,25-50cm,-113.226221480216,42.0962548146181
527,197e488a-110b-43e1-8a4d-d58e241c4875,03,09:13,4,,,,0,,,,,2,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,50-100cm,-113.229969554527,42.0962591252997
528,d49d1209-b9a3-479f-9fa2-8903f0830e69,02,09:24,8,,,,0,,,,,5,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.232317656428,42.0963292726087
529,666922ba-4621-4e73-a629-2653c265834b,01,09:35,9,,,,0,,,,,3,,,65d2f879-d724-450d-851a-3a44362c956a,5/21/2024 7:26:07 PM,reggleston,5/21/2024 7:26:07 PM,reggleston,100-150cm,-113.235439548503,42.0963734668486
530,910383b8-2f77-4fba-8496-e7917341e923,15,06:03,6,,,,0,,,,,9,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,25-50cm,-113.943143632518,42.2011649938379
531,7be6380b-d94b-448f-b440-1a0c44f5ffaf,16,06:15,8,,,,3,,,,,1,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.940172426051,42.201246765205
532,c759f674-233b-4c51-832d-a2f9cb441ed0,12,06:27,8,,,,2,,,,,2,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.940287720029,42.2034471430014
533,de41b68a-3323-44d9-89a9-8372791d2907,08,06:38,8,,,,1,,,,,6,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.940415265471,42.2056293702102
534,0f16aae8-53ac-4bc4-9eac-512c9eae15b5,04,06:49,9,,,,0,,,,,6,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.940543877524,42.2078362843131
535,85b86f0f-c243-4bb7-9eab-a1f7218884c1,03,07:01,8,,,,0,,,,,3,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.943483371214,42.2077374350764
536,2a07d985-52d2-4b8e-a80f-1ed3cfa4fadb,07,07:16,8,,,,0,,,,,5,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.943363362686,42.2055560294698
537,4287b3f7-e2a5-4e98-87af-9a865193de43,11,07:28,8,,,,0,,,,,7,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.943246667883,42.203358156103
538,1abdc93b-c5d8-4341-a8d3-112fee3143ff,10,07:40,6,,,,0,,,,,3,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.946227917811,42.2032776366925
539,8135f36c-77f6-451e-a0f5-11c4bfd75242,06,07:52,8,,,,1,,,,,5,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.946347950383,42.2054250763607
540,474c75ba-f82d-4dfe-975c-b71c9fd36aac,02,08:04,9,,,,0,,,,,6,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,25-50cm,-113.946465520284,42.2076255626606
541,62eee623-3a40-4fe9-9797-112d96d04635,01,08:16,6,,,,1,,,,,9,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.949413119789,42.2075569311392
542,4e7eaa6a-459e-4ca3-ba69-52ee99b85d5b,05,08:28,7,,,,0,,,,,5,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,0-25cm,-113.949277116323,42.2053835782919
543,04758c8e-5d68-4307-afdb-9487296516f7,09,08:41,6,,,,0,,,,,4,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,25-50cm,-113.949177631196,42.2031542820685
544,93b356e2-e4da-4d61-aaa5-e8bb0d97030a,13,08:52,8,,,,0,,,,,5,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,25-50cm,-113.949041676543,42.2009696150885
545,398b0e16-95bf-41df-8af5-223965baeca2,14,09:03,8,,,,0,,,,,6,,,7a3f8596-e486-49c1-b4c5-cc4338b915c1,5/21/2024 7:42:42 PM,reggleston,5/21/2024 7:42:42 PM,reggleston,25-50cm,-113.946084331152,42.2010721672284
546,e73c0a29-eb31-4c96-bd3d-0a429951abec,16,06:00,4,,,,0,,,,,5,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,50-100cm,-113.953830426691,42.2255189377579
547,8554d11f-83f9-4e3d-9cab-0dcca7ebb7cd,12,06:13,7,,,,0,,,,,5,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,100-150cm,-113.953809664579,42.2255040017958
548,600177e3-9ddb-4b5f-90e6-02f763eb743f,11,06:42,3,,,,0,,,,,8,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,50-100cm,-113.954127325832,42.2276348198413
549,c2f25855-65f4-4517-8fff-84480b5cddae,10,06:59,2,,,,1,,,,,1,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,50-100cm,-113.956952508877,42.2275690472142
550,93e987b7-e5e7-479e-b2b6-e7174316cd52,09,07:15,2,,,,0,,,,,8,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,25-50cm,-113.959913764216,42.2274369031276
551,60b7ea8a-507c-4308-91a0-991f2170648d,13,07:32,2,,,,0,,,,,9,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,25-50cm,-113.962211203324,42.227171279618
552,1c53f1c1-6dac-4de3-9ab1-6e42c774824b,14,07:44,4,,,,0,,,,,1,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,25-50cm,-113.962129655188,42.2253363327773
553,683ee92f-b7a3-45fd-9ef6-b82a00130a3a,15,07:58,4,,,,0,,,,,3,,,810bb4d8-50d9-4804-b470-c37545dc2ff2,5/21/2024 7:54:33 PM,will.harrod,5/21/2024 7:54:33 PM,will.harrod,25-50cm,-113.959778171466,42.225307922148
554,4e3e5777-f902-4ea7-b2ce-6a20d424721b,08,09:45,3,,,,0,,,,,0,,,c041d476-2025-423f-bf2d-fd502b7eaaf2,5/21/2024 7:54:34 PM,will.harrod,5/21/2024 7:54:34 PM,will.harrod,50-100cm,-113.95402906609,42.229873672434
555,cb65e074-228f-4089-aae8-b927ff6d14dc,04,09:56,3,,,,1,,,,,0,,,c041d476-2025-423f-bf2d-fd502b7eaaf2,5/21/2024 7:54:34 PM,will.harrod,5/21/2024 7:54:34 PM,will.harrod,50-100cm,-113.954030320781,42.2298673380719
556,76e4b9e0-163b-447d-a450-119edae546d2,03,10:06,3,,,,0,,,,,0,,,c041d476-2025-423f-bf2d-fd502b7eaaf2,5/21/2024 7:54:34 PM,will.harrod,5/21/2024 7:54:34 PM,will.harrod,50-100cm,-113.954179440237,42.2320892132207
557,715db518-8e96-4b6e-ab02-2d0a8056341e,07,10:18,2,,,,0,,,,,0,,,c041d476-2025-423f-bf2d-fd502b7eaaf2,5/21/2024 7:54:34 PM,will.harrod,5/21/2024 7:54:34 PM,will.harrod,100-150cm,-113.957133062811,42.2319118020095
558,3985615a-e506-44a7-b60e-cef03cc0f1a1,13,06:17,7,,,,2,,,,,0,,,ab1418ba-4406-452e-be9f-3e98178a3ad4,5/22/2024 4:16:22 PM,reggleston,5/22/2024 4:16:22 PM,reggleston,50-100cm,-113.760746056544,42.0891133914851
