ObjectID,GlobalID,Date and Start Time,Observer Name,Other Observer Name,Transect ID,Visit Number,Start Temperature (Celcius),Wind Start,Sky Start,Sky End,End Temperature (Celcius),Wind End,Route Notes,CreationDate,Creator,EditDate,Editor,Track ID,End of Survey,Route ID,Route Type,Year,x,y
99,cd4f3431-6011-4384-92b7-879196094415,6/6/2023 1:36:00 PM,keramie_hamby,,,1,14,0,1,2,14,1,,6/19/2023 10:00:16 AM,will.harrod,6/19/2023 10:00:16 AM,will.harrod,ID-B07 V1 2024,10:17,ID-B07,b,y2,-113.445871513165,42.1154383244777
100,648667ea-e007-4d41-824a-4c29a53e98e6,6/7/2023 12:36:00 PM,keramie_hamby,,,1,9,0,2,2,15,2,,6/19/2023 10:00:17 AM,will.harrod,6/19/2023 10:00:17 AM,will.harrod,ID-B19 V1 2023,10:38,ID-B19,b,y2,-114.047463146617,42.2317009442233
101,185f9d80-0da5-42f9-ab51-30094725ef08,6/16/2023 11:48:00 AM,anna_mumford,,,2,8,1,0,0,11,1,Very Territorial Long Billed Curlew colony. See OnX for colony location,6/19/2023 3:33:56 PM,will.harrod,6/19/2023 3:33:56 PM,will.harrod,UT-B27 V2 2023,08:11,UT-B27,b,y2,-114.02908293,41.8963569
102,a80f908a-4b5f-42de-995c-8638a78f2bbd,6/19/2023 12:25:00 PM,anna_mumford,,,2,10,0,2,2,14,1,,6/19/2023 3:34:00 PM,will.harrod,6/19/2023 3:34:00 PM,will.harrod,UT-C05 V2 2023,09:33,UT-C05,r,y2,-113.94332568,41.52943232
103,8d7e9a74-0242-4da8-9339-075b5984594a,6/20/2023 12:12:00 PM,will_harrod,,,2,5,2,1,1,8,2, Very open hue shed on this flight. Most meadowlarks probably seen from multiple points.  This route probably had the fewest birds have any that I’ve done,6/20/2023 3:06:27 PM,will.harrod,6/20/2023 3:06:27 PM,will.harrod,ID-C16 V2 2023,09:06,ID-B16,b,y2,-113.991523603318,42.2735840768453
104,48b526e7-9bc1-47aa-80f4-2c2742e1fa81,6/15/2023 12:12:00 PM,thea_mills,,,2,14,2,1,0,16,1,,6/20/2023 4:17:44 PM,will.harrod,6/20/2023 4:17:44 PM,will.harrod,,09:10,UT-B22,b,y2,-113.942793564312,41.6970090682114
105,23539632-3ab8-4bd7-afbc-e1f19996e0d8,6/16/2023 11:33:00 AM,thea_mills,,,2,13,0,1,0,15,1,,6/20/2023 4:17:45 PM,will.harrod,6/20/2023 4:17:45 PM,will.harrod,,09:13,UT-C27,r,y2,-114.006867203968,41.9448298635352
106,68d9d284-2e60-4f7f-9537-b083181a6fe9,6/19/2023 12:20:00 PM,thea_mills,,,2,8,0,1,1,15,1,,6/20/2023 4:17:47 PM,will.harrod,6/20/2023 4:17:47 PM,will.harrod,,10:49,ID-C09,r,y2,-113.885697575895,42.0077509528302
107,b6c17047-de80-40f1-af00-8ccee58cd0b5,6/20/2023 11:53:00 AM,thea_mills,,,2,2,0,1,1,10,1,,6/20/2023 4:17:48 PM,will.harrod,6/20/2023 4:17:48 PM,will.harrod,,10:17,ID-C16,r,y2,-113.953807318695,42.2254575398332
108,1306ce98-b784-49f3-af05-554494c9fe07,6/20/2023 11:53:00 AM,rory_eggleston,,,2,3,0,1,1,7,0,"3 nests, 1 HOLA, 1 VESP, 1 CONI",6/21/2023 12:24:44 AM,will.harrod,6/21/2023 12:24:44 AM,will.harrod,ID-C26 V2 2023,09:10,ID-C26,r,y2,-113.949394879962,42.2075673632341
109,211370dd-bb94-48db-841d-499d0b273ede,6/16/2023 12:55:00 PM,devon_erwin,,,2,12,1,0,0,15,2,,6/21/2023 12:33:41 AM,will.harrod,6/21/2023 12:33:41 AM,will.harrod,,09:53,UT-C15,r,y2,-113.96755748,41.81969566
110,b2f78ed3-5de9-4117-b909-d50601ca75aa,6/19/2023 2:06:00 PM,devon_erwin,,,2,11,0,2,2,16,1,,6/21/2023 12:33:43 AM,will.harrod,6/21/2023 12:33:43 AM,will.harrod,,10:03,UT-C06,r,y2,-114.00834464,41.41943062
111,5249cfb1-c003-4bc3-942f-9093a1571404,6/20/2023 11:59:00 AM,devon_erwin,,,2,2,1,1,1,15,2,,6/21/2023 12:33:45 AM,will.harrod,6/21/2023 12:33:45 AM,will.harrod,,10:08,ID-B26,b,y2,-114.06361675,42.21783245
112,4e60b2a5-5134-4e7c-972c-afa23c5ba78b,6/20/2023 12:03:00 PM,anna_mumford,,,2,6,0,1,0,9,1,Lots of Cows!!,6/21/2023 12:34:21 AM,will.harrod,6/21/2023 12:34:21 AM,will.harrod,ID-C19 V2 2023,09:18,ID-C19,r,y2,-114.04315652,42.20490483
113,5cc3abd7-882a-4037-9ef4-bce81a53d5fa,6/21/2023 12:18:00 PM,rory_eggleston,,,2,6,2,0,0,11,3,"Very windy throughout, detectability lower than normal as a result",6/21/2023 3:09:24 PM,will.harrod,6/21/2023 3:09:24 PM,will.harrod,ID-C22 V2 2023,09:08,ID-C22,r,y2,-112.948159363007,42.0954615362519
114,6889de21-96c0-44f6-b684-a26fc0b3ce4a,6/21/2023 11:55:00 AM,anna_mumford,,,2,5,0,0,1,11,2,,6/21/2023 3:19:19 PM,will.harrod,6/21/2023 3:19:19 PM,will.harrod,ID-C28 V2 2023,09:18,ID-C28,r,y2,-113.75777812,42.08918745
115,dc6b9bdb-58b3-4dff-9749-166c9040ea15,6/21/2023 12:21:00 PM,thea_mills,,,2,15,2,1,0,12,4,so freakin windy couldn’t hear much,6/21/2023 3:56:05 PM,will.harrod,6/21/2023 3:56:05 PM,will.harrod,,09:55,ID-B04,b,,-112.991673490204,42.0731033408371
116,b136aec5-9dce-4ba2-bb1d-855b2f8174ed,6/21/2023 11:42:00 AM,devon_erwin,,,2,7,4,0,0,10,4,Last 8 points wind was well above hearing speed. With small slow downs occasionally.,6/22/2023 9:35:54 AM,will.harrod,6/22/2023 9:35:54 AM,will.harrod,,09:22,ID-C04,r,y2,-112.9713371,42.06088105
117,8edae253-d648-417b-a06e-6f6429ca400b,6/22/2023 12:20:00 PM,anna_mumford,,,2,6,1,1,0,15,2,,6/22/2023 3:02:02 PM,will.harrod,6/22/2023 3:02:02 PM,will.harrod,ID-C24 V2 2023,09:01,ID-C24,r,y2,-112.98640856,42.052361
118,356f2871-817d-45d4-81f8-d18c14310a21,6/22/2023 12:22:00 PM,will_harrod,,,2,9,3,0,0,17,3, StroStrong gusts of wind at some points seemed quiet the birds down,6/22/2023 3:05:28 PM,will.harrod,6/22/2023 3:05:28 PM,will.harrod,ID-B24 V2 2023,09:04,ID-B24,b,y2,-112.998680494359,42.0550448926327
119,2860591c-10f4-408b-bc50-650d15a4a4cb,6/22/2023 12:01:00 PM,thea_mills,,,2,6,1,1,0,16,3,,6/22/2023 3:09:32 PM,will.harrod,6/22/2023 3:09:32 PM,will.harrod,,09:08,ID-C21,r,y2,-112.994490380458,42.0186517463489
120,20a0490b-ab84-48e6-a7d8-09f64abedb18,6/14/2023 11:49:00 AM,andrew_zilka,,,2,10,0,2,1,14,2,,6/25/2023 1:47:40 PM,will.harrod,6/25/2023 1:47:40 PM,will.harrod,UT-B01 V2 2023,08:11,UT-B01,b,y2,-113.710340131245,41.5300223985072
121,64c5bf94-7ff0-4a97-8201-00aaf794848e,6/15/2023 12:03:00 PM,andrew_zilka,,,2,12,2,1,0,14,0,,6/25/2023 1:47:43 PM,will.harrod,6/25/2023 1:47:43 PM,will.harrod,ID-C23 V1 2023,08:49,ID-C23,r,y2,-113.141119102324,42.0502978964388
122,6fc55348-7717-4da9-bf05-a3c770462278,6/16/2023 12:02:00 PM,andrew_zilka,,,2,9,3,0,0,12,2,,6/25/2023 1:47:44 PM,will.harrod,6/25/2023 1:47:44 PM,will.harrod,UT-C24 V2 2023,08:25,UT-C24,r,y2,-113.954351938786,41.7887350057243
123,5e706eca-7cd3-4202-82a7-47bbe620f18e,6/20/2023 12:29:00 PM,andrew_zilka,,,2,5,1,1,0,6,0,,6/25/2023 1:47:45 PM,will.harrod,6/25/2023 1:47:45 PM,will.harrod,ID-B19 V2 2023,08:48,ID-B19,b,y2,-114.047849636338,42.2250269122653
124,dfa29a1a-eb9b-45cc-a4f0-54f29aea5ebf,6/21/2023 12:15:00 PM,andrew_zilka,,,2,8,4,1,0,8,4,Very windy,6/25/2023 1:47:47 PM,will.harrod,6/25/2023 1:47:47 PM,will.harrod,ID-B22 V2 2023,07:22,ID-B22,b,y2,-112.965252823698,42.0975325374235
125,7935909a-60c3-4280-8adc-c9e80aa44029,6/23/2023 11:55:00 AM,will_harrod,,,2,10,1,1,2,8,3,Thunder started at 7:47am. Called off last 7 points due to lightning risk,6/25/2023 5:02:07 PM,will.harrod,6/25/2023 5:02:07 PM,will.harrod,ID-B09 V2 2023,08:05,ID-B09,b,y2,-113.92119369465,41.9914913976178
126,823a938b-0b9f-4cea-99d0-e74fcdbe921b,6/22/2023 12:31:00 PM,devon_erwin,,,2,7,4,0,0,17,1,Mountain dogs herding goats. Strong wind at top of plot made it difficult to hear.,6/25/2023 6:14:02 PM,will.harrod,6/25/2023 6:14:02 PM,will.harrod,,09:18,UT-C17,r,y2,-113.63800643,41.86543827
127,81856541-a939-4e7f-bfd5-45ccfe73909f,6/19/2023 12:04:00 PM,keramie_hamby,,,2,8,0,2,1,55,1,,6/25/2023 6:21:23 PM,will.harrod,6/25/2023 6:21:23 PM,will.harrod,ID-B15 V2 2023,10:07,ID-B15,b,y2,-113.899379374966,42.0559172213834
128,79aefe50-1706-4ad8-84b1-14c6cc586d94,6/20/2023 12:40:00 PM,keramie_hamby,,,2,1,0,1,1,7,1,,6/25/2023 6:21:24 PM,will.harrod,6/25/2023 6:21:24 PM,will.harrod,ID-C13 V2 2023,11:01,ID-C13,r,y2,-114.059813053944,42.2038671128781
129,5d0d7468-6f90-44c3-a18f-2b89b191c509,6/21/2023 1:01:00 PM,keramie_hamby,,,2,3,0,1,1,9,2,Ended early because the wind was to strong made it hard to hear. ,6/25/2023 6:21:26 PM,will.harrod,6/25/2023 6:21:26 PM,will.harrod,ID-B28 V2 2023,09:11,ID-B28,b,y2,-113.747903283097,42.0142285988446
130,a5ded314-d1d8-408f-b3ab-f5cf7640fe2e,6/22/2023 12:18:00 PM,keramie_hamby,,,2,9,2,0,0,17,1,,6/25/2023 6:21:28 PM,will.harrod,6/25/2023 6:21:28 PM,will.harrod,ID-B21 V2 2023,09:34,ID-B21,b,y2,-113.028050716772,42.0236445119812
131,c7550fb5-4bdd-46a6-9bf9-fe6ed92f3dd9,6/20/2023 12:02:00 PM,trey_mccuen,,,2,4,1,1,0,12,2,,6/26/2023 12:07:17 AM,will.harrod,6/26/2023 12:07:17 AM,will.harrod,ID-B13 V2 2023,09:45,ID-B13,b,y2,-114.131907795543,42.1782140906396
132,ff8bf4d9-c784-415c-bd4f-6c4fecb2e290,6/19/2023 12:03:00 PM,trey_mccuen,,,2,11,0,2,1,17,1,,6/26/2023 12:08:29 AM,will.harrod,6/26/2023 12:08:29 AM,will.harrod,UT-C08 V2 2023,10:18,UT-C08,r,y2,-113.878119997786,41.7124355631338
133,048b3b17-8735-4bba-a557-13560033098e,6/26/2023 12:07:00 PM,trey_mccuen,,,2,13,3,0,1,18,3,,6/27/2023 1:26:45 AM,will.harrod,6/27/2023 1:26:45 AM,will.harrod,UT-B16 V2 2023,09:22,UT-B16,b,y2,-113.98689689704,41.8634741127235
134,f372d941-4c35-4c54-831a-c343bcb78422,6/26/2023 12:44:00 PM,keramie_hamby,,,2,6,0,1,1,7,1,,6/29/2023 4:44:28 PM,will.harrod,6/29/2023 4:44:28 PM,will.harrod,ID-C09 V2 2023,08:48,ID-C09,r,y2,-113.885759732176,42.0054596190683
135,5231cc69-9bce-4f07-ad54-d1b766460cb1,6/26/2023 12:35:00 PM,rory_eggleston,,,2,10,1,0,0,12,1,Part 2 (points 9-16) done by Keramie Hamby,6/29/2023 4:49:25 PM,will.harrod,6/29/2023 4:49:25 PM,will.harrod,ID-C09 V2 2023,09:25,ID-C09,r,y2,-113.885613838317,42.0078196563218
