"","Grid.ID","Grid.Type","Visit.ID","Ord.Date","Year","Observer.ID","Mean.MAS","n.Points","Count","n.Observers","Observer.Year","Observer.Experience","Imputed","Total.Indv"
"243","UT-B19","B","Y2-V1",148,"Y2","Thea",190.875,16,30,1,"Thea Y2",2,FALSE,44
"244","UT-B19","B","Y2-V2",164,"Y2","Anna",107.0625,16,44,1,"Anna Y2",1,FALSE,73
"245","UT-B19","B","Y3-V1",137,"Y3","Thomas",162.375,16,52,1,"Thomas Y3",1,FALSE,40
"246","UT-B19","B","Y3-V2",161,"Y3","Holden",161.9375,16,43,1,"Holden Y3",1,FALSE,23
"247","UT-B22","B","Y1-V1",158,"Y1","Eoin",96.0833333333333,12,15,1,"Eoin Y1",1,FALSE,24
"248","UT-B22","B","Y1-V2",164,"Y1","Austin",320.833333333333,12,5,1,"Austin Y1",1,FALSE,45
"249","UT-B22","B","Y2-V1",145,"Y2","Devin",101.333333333333,12,38,1,"Devin Y2",1,FALSE,38
"250","UT-B22","B","Y2-V2",165,"Y2","Thea",117.5,12,17,1,"Thea Y2",2,FALSE,88
"251","UT-B22","B","Y3-V1",144,"Y3","Holden",94.6666666666667,12,24,1,"Holden Y3",1,FALSE,22
"252","UT-B22","B","Y3-V2",158,"Y3","Thomas",80.25,12,26,1,"Thomas Y3",1,FALSE,57
"253","UT-B24","B","Y1-V1",160,"Y1","Eliza",207.1875,16,0,1,"Eliza Y1",1,FALSE,113
"254","UT-B24","B","Y1-V2",167,"Y1","Rory",201.4375,16,0,1,"Rory Y1",2,FALSE,116
"255","UT-B24","B","Y2-V1",144,"Y2","Anna",108.1875,16,0,1,"Anna Y2",1,FALSE,115
"256","UT-B24","B","Y2-V2",164,"Y2","Thea",170.5,16,0,1,"Thea Y2",2,FALSE,145
"257","UT-B24","B","Y3-V1",140,"Y3","Thomas",116.0625,16,3,1,"Thomas Y3",1,FALSE,103
"258","UT-B24","B","Y3-V2",151,"Y3","Emily",104.4375,16,0,1,"Emily Y3",1,FALSE,123
"259","UT-B25","B","Y1-V1",157,"Y1","Ruger",167,14,2,1,"Ruger Y1",2,FALSE,51
"260","UT-B25","B","Y1-V2",163,"Y1","Eliza",189.5,14,4,1,"Eliza Y1",1,FALSE,44
"261","UT-B25","B","Y2-V1",144,"Y2","Devin",175.071428571429,14,10,1,"Devin Y2",1,FALSE,70
"262","UT-B25","B","Y2-V2",159,"Y2","Andrew",163.071428571429,14,3,1,"Andrew Y2",1,FALSE,70
"263","UT-B25","B","Y3-V1",134,"Y3","Will",90.3571428571429,14,29,1,"Will Y3",2,FALSE,104
"264","UT-B25","B","Y3-V2",151,"Y3","Thomas",162,13,18,1,"Thomas Y3",1,FALSE,89
"265","UT-B27","B","Y1-V1",157,"Y1","Austin",154.75,16,19,1,"Austin Y1",1,FALSE,59
"266","UT-B27","B","Y1-V2",170,"Y1","Eoin",142.625,16,18,1,"Eoin Y1",1,FALSE,44
"267","UT-B27","B","Y2-V1",145,"Y2","Trey",117.3125,16,30,1,"Trey Y2",2,FALSE,39
"268","UT-B27","B","Y2-V2",166,"Y2","Anna",95.3125,16,26,1,"Anna Y2",1,FALSE,61
"269","UT-B27","B","Y3-V1",134,"Y3","Emily",94.375,16,56,1,"Emily Y3",1,FALSE,104
"270","UT-B27","B","Y3-V2",149,"Y3","Thomas",35.75,16,56,1,"Thomas Y3",1,FALSE,39
"271","UT-B30","B","Y1-V1",157,"Y1","Eliza",188.75,16,16,1,"Eliza Y1",1,FALSE,64
"272","UT-B30","B","Y1-V2",170,"Y1","Keramie",223.1875,16,11,2,"Keramie Y1",1,FALSE,99
"273","UT-B30","B","Y2-V1",144,"Y2","Thea",193.461538461538,13,15,1,"Thea Y2",2,FALSE,89
"274","UT-B30","B","Y2-V2",159,"Y2","Devin",151,16,7,1,"Devin Y2",1,FALSE,87
"275","UT-B30","B","Y3-V1",134,"Y3","Ben",217,16,42,1,"Ben Y3",1,FALSE,123
"276","UT-B30","B","Y3-V2",149,"Y3","Holden",129.25,16,21,1,"Holden Y3",1,FALSE,43
"277","UT-C01","R","Y1-V1",158,"Y1","Rory",205.1875,16,7,1,"Rory Y1",2,FALSE,111
"278","UT-C01","R","Y1-V2",165,"Y1","Eliza",162.25,16,23,1,"Eliza Y1",1,FALSE,55
"279","UT-C01","R","Y2-V1",142,"Y2","Will",80.1875,16,18,1,"Will Y2",2,FALSE,109
"280","UT-C01","R","Y2-V2",164,"Y2","Rory",124.461538461538,13,21,1,"Rory Y2",2,FALSE,120
"281","UT-C01","R","Y3-V1",129,"Y3","Ben",188.4375,16,51,1,"Ben Y3",1,FALSE,67
"282","UT-C01","R","Y3-V2",156,"Y3","Emily",116.3125,16,39,1,"Emily Y3",1,FALSE,99
"283","UT-C02","R","Y1-V1",158,"Y1","Ruger",125.6,10,16,1,"Ruger Y1",2,FALSE,13
"284","UT-C02","R","Y1-V2",165,"Y1","Eoin",142.3,10,12,1,"Eoin Y1",1,FALSE,16
"285","UT-C02","R","Y2-V1",142,"Y2","Trey",67.5,10,20,1,"Trey Y2",2,FALSE,26
"286","UT-C02","R","Y2-V2",164,"Y2","Devin",108.4,10,12,1,"Devin Y2",1,FALSE,34
"287","UT-C02","R","Y3-V1",129,"Y3","Rory",106.4,10,26,1,"Rory Y3",2,FALSE,59
"288","UT-C02","R","Y3-V2",151,"Y3","Ben",83,10,31,1,"Ben Y3",1,FALSE,67
"289","UT-C05","R","Y1-V1",156,"Y1","Eoin",130.9375,16,29,1,"Eoin Y1",1,FALSE,40
"290","UT-C05","R","Y1-V2",164,"Y1","Ruger",172,16,18,1,"Ruger Y1",2,FALSE,59
"291","UT-C05","R","Y2-V1",141,"Y2","Trey",129,16,14,1,"Trey Y2",2,FALSE,56
"292","UT-C05","R","Y2-V2",169,"Y2","Anna",140.0625,16,34,1,"Anna Y2",1,FALSE,106
"293","UT-C05","R","Y3-V1",135,"Y3","Ben",120.5625,16,55,1,"Ben Y3",1,FALSE,150
"294","UT-C05","R","Y3-V2",156,"Y3","Aidan",93,16,34,1,"Aidan Y3",1,FALSE,110
"295","UT-C06","R","Y1-V1",156,"Y1","Ruger",170.5625,16,7,1,"Ruger Y1",2,FALSE,46
"296","UT-C06","R","Y1-V2",164,"Y1","Rory",195.625,16,8,1,"Rory Y1",2,FALSE,71
"297","UT-C06","R","Y2-V1",155,"Y2","Thea",227.733333333333,15,10,1,"Thea Y2",2,FALSE,101
"298","UT-C06","R","Y2-V2",169,"Y2","Devin",198.5,16,0,1,"Devin Y2",1,FALSE,92
"299","UT-C06","R","Y3-V1",135,"Y3","Will",122.1875,16,40,1,"Will Y3",2,FALSE,93
"300","UT-C06","R","Y3-V2",156,"Y3","Rory",119.8125,16,23,1,"Rory Y3",2,FALSE,129
"301","UT-C08","R","Y1-V1",160,"Y1","Eoin",137.625,16,0,1,"Eoin Y1",1,FALSE,54
"302","UT-C08","R","Y1-V2",167,"Y1","Austin",103.6,10,0,1,"Austin Y1",1,FALSE,33
"303","UT-C08","R","Y2-V1",152,"Y2","Devin",206.1875,16,1,1,"Devin Y2",1,FALSE,90
"304","UT-C08","R","Y2-V2",169,"Y2","Trey",165.1875,16,0,1,"Trey Y2",2,FALSE,75
"305","UT-C08","R","Y3-V1",133,"Y3","Will",82.25,16,1,1,"Will Y3",2,FALSE,156
"306","UT-C08","R","Y3-V2",158,"Y3","Aidan",127.6875,16,2,1,"Aidan Y3",1,FALSE,118
"307","UT-C15","R","Y1-V1",170,"Y1","Austin",192.125,16,1,1,"Austin Y1",1,FALSE,60
"308","UT-C15","R","Y1-V2",192,"Y1","Eoin",165.6875,16,0,1,"Eoin Y1",1,FALSE,39
"309","UT-C15","R","Y2-V1",155,"Y2","Will",144.4375,16,0,1,"Will Y2",2,FALSE,151
"310","UT-C15","R","Y2-V2",166,"Y2","Devin",168,12,0,1,"Devin Y2",1,FALSE,90
"311","UT-C15","R","Y3-V1",144,"Y3","Emily",187,16,3,1,"Emily Y3",1,FALSE,109
"312","UT-C15","R","Y3-V2",161,"Y3","Aidan",167.1875,16,3,1,"Aidan Y3",1,FALSE,125
"313","UT-C16","R","Y1-V1",192,"Y1","Rory",225.8,15,0,1,"Rory Y1",2,FALSE,135
"314","UT-C16","R","Y1-V2",195,"Y1","Austin",192.1875,16,0,1,"Austin Y1",1,FALSE,31
"315","UT-C16","R","Y2-V1",145,"Y2","Will",107.3125,16,0,1,"Will Y2",2,FALSE,186
"316","UT-C16","R","Y2-V2",166,"Y2","Trey",77.5,6,0,1,"Trey Y2",2,FALSE,26
"317","UT-C16","R","Y3-V1",137,"Y3","Will",49.875,16,1,1,"Will Y3",2,FALSE,177
"318","UT-C16","R","Y3-V2",169,"Y3","Emily",144.0625,16,0,1,"Emily Y3",1,FALSE,144
"319","UT-C17","R","Y1-V1",159,"Y1","Rory",168.545454545455,11,0,1,"Rory Y1",2,FALSE,88
"320","UT-C17","R","Y1-V2",166,"Y1","Austin",164.111111111111,9,0,1,"Austin Y1",1,FALSE,40
"321","UT-C17","R","Y2-V1",152,"Y2","Andrew",140.727272727273,11,1,1,"Andrew Y2",1,FALSE,76
"322","UT-C17","R","Y2-V2",172,"Y2","Devin",135.181818181818,11,0,1,"Devin Y2",1,FALSE,56
"323","UT-C17","R","Y3-V1",148,"Y3","Will",98.6363636363636,11,0,1,"Will Y3",2,FALSE,110
"324","UT-C17","R","Y3-V2",161,"Y3","Rory",145.454545454545,11,1,1,"Rory Y3",2,FALSE,113
"325","UT-C19","R","Y1-V1",159,"Y1","Ruger",234.25,16,0,1,"Ruger Y1",2,FALSE,79
"326","UT-C19","R","Y1-V2",166,"Y1","Eliza",152.9375,16,0,1,"Eliza Y1",1,FALSE,53
"327","UT-C19","R","Y2-V1",137,"Y2","Will",101.1875,16,3,1,"Will Y2",2,FALSE,136
"328","UT-C19","R","Y2-V2",156,"Y2","Rory",50.75,16,1,2,"Rory Y2",2,FALSE,170
"329","UT-C19","R","Y3-V1",137,"Y3","Holden",115.875,16,9,1,"Holden Y3",1,FALSE,36
"330","UT-C19","R","Y3-V2",161,"Y3","Aidan",83.9333333333333,15,15,1,"Aidan Y3",1,FALSE,91
"331","UT-C22","R","Y1-V1",159,"Y1","Eliza",84.5833333333333,12,41,1,"Eliza Y1",1,FALSE,34
"332","UT-C22","R","Y1-V2",164,"Y1","Austin",160.166666666667,12,19,1,"Austin Y1",1,FALSE,36
"333","UT-C22","R","Y2-V1",145,"Y2","Thea",126.916666666667,12,41,1,"Thea Y2",2,FALSE,23
"334","UT-C22","R","Y2-V2",162,"Y2","Devin",124.583333333333,12,14,1,"Devin Y2",1,FALSE,43
"335","UT-C22","R","Y3-V1",144,"Y3","Thomas",67.0833333333333,12,34,1,"Thomas Y3",1,FALSE,45
"336","UT-C22","R","Y3-V2",165,"Y3","Ben",76.1666666666667,12,46,1,"Ben Y3",1,FALSE,106
"337","UT-C24","B","Y1-V1",160,"Y1","Austin",178.4375,16,0,1,"Austin Y1",1,FALSE,90
"338","UT-C24","B","Y1-V2",167,"Y1","Eoin",104,6,0,1,"Eoin Y1",1,FALSE,20
"339","UT-C24","B","Y2-V1",138,"Y2","Will",142.9375,16,0,1,"Will Y2",2,FALSE,125
"340","UT-C24","B","Y2-V2",166,"Y2","Andrew",65.0714285714286,14,0,1,"Andrew Y2",1,FALSE,86
"341","UT-C24","B","Y3-V1",136,"Y3","Ben",134.6875,16,10,1,"Ben Y3",1,FALSE,146
"342","UT-C24","B","Y3-V2",169,"Y3","Will",115.1875,16,2,1,"Will Y3",2,FALSE,181
"343","UT-C25","B","Y1-V1",192,"Y1","Austin",132.083333333333,12,0,1,"Austin Y1",1,FALSE,22
"344","UT-C25","B","Y1-V2",195,"Y1","Eoin",103.333333333333,12,0,1,"Eoin Y1",1,FALSE,32
"345","UT-C25","B","Y2-V1",155,"Y2","Andrew",138.076923076923,13,1,1,"Andrew Y2",1,FALSE,76
"346","UT-C25","B","Y2-V2",166,"Y2","Will",129.142857142857,14,2,1,"Will Y2",2,FALSE,102
"347","UT-C25","B","Y3-V1",135,"Y3","Rory",131.714285714286,14,2,1,"Rory Y3",2,FALSE,170
"348","UT-C25","B","Y3-V2",161,"Y3","Will",103.142857142857,14,1,1,"Will Y3",2,FALSE,131
"349","UT-C27","R","Y1-V1",166,"Y1","Ruger",151.5625,16,16,1,"Ruger Y1",2,FALSE,76
"350","UT-C27","R","Y1-V2",191,"Y1","Keramie",146.3125,16,4,1,"Keramie Y1",1,FALSE,50
"351","UT-C27","R","Y2-V1",145,"Y2","Keramie",157.6875,16,11,1,"Keramie Y2",1,FALSE,77
"352","UT-C27","R","Y2-V2",166,"Y2","Thea",112.375,16,25,1,"Thea Y2",2,FALSE,104
"353","UT-C27","R","Y3-V1",137,"Y3","Emily",87.9375,16,44,1,"Emily Y3",1,FALSE,102
"354","UT-C27","R","Y3-V2",165,"Y3","Thomas",85.8125,16,37,1,"Thomas Y3",1,FALSE,70
"355","UT-C30","R","Y1-V1",192,"Y1","Keramie",163.25,16,0,1,"Keramie Y1",1,FALSE,79
"356","UT-C30","R","Y1-V2",195,"Y1","Rory",134.333333333333,15,3,1,"Rory Y1",2,FALSE,88
"357","UT-C30","R","Y2-V1",135,"Y2","Trey",115.307692307692,13,5,1,"Trey Y2",2,FALSE,46
"358","UT-C30","R","Y2-V2",156,"Y2","Devin",108.6875,16,1,1,"Devin Y2",1,FALSE,106
"359","UT-C30","R","Y3-V1",148,"Y3","Emily",136.125,16,10,1,"Emily Y3",1,FALSE,126
"360","UT-C30","R","Y3-V2",161,"Y3","Thomas",102.75,16,20,1,"Thomas Y3",1,FALSE,78
